sku,name,warehouse,stock,reorder,cost
SKU-EL-73088,CPU - Wireless,Central Hub (WH-01),726,112,$758.57
MOD-25433,Cable - Wireless,West Coast Dist,3641,418,$736.18
PWR-20865,SSD - 1TB NVMe,Regional Depot (WH-02),4339,289,$113.46
PWR-30370,Keyboard - 850W Gold,West Coast Dist,1434,264,$534.82
COMP-39324,Cable - 32GB DDR5,Regional Depot (WH-02),2872,401,$419.66
PRD-HW-57023,CPU - 850W Gold,Central Hub (WH-01),287,32,$439.37
SKU-EL-36812,Motherboard - 1TB NVMe,Regional Depot (WH-02),1593,118,$197.15
PWR-36917,SSD - USB-C 2m,Central Hub (WH-01),1546,51,$576.25
MOD-98571,Motherboard - 27-inch 4K,East Coast Fulfillment,2047,179,$170.50
SKU-EL-50118,SSD - Mid-Tower,Express Logistics (WH-03),4047,224,$541.54
MOD-50021,Cooling Fan - 27-inch 4K,West Coast Dist,1261,326,$285.90
COMP-6446,Cable - 120mm PWM,Express Logistics (WH-03),4042,258,$592.08
PRD-HW-22067,Case - USB-C 2m,Central Hub (WH-01),1358,186,$625.46
SKU-EL-69746,RAM - Mechanical RGB,East Coast Fulfillment,4355,321,$512.90
SKU-EL-56171,Mouse - Mid-Tower,East Coast Fulfillment,2946,101,$420.00
PWR-81649,Monitor - Intel Core i7,East Coast Fulfillment,1471,184,$511.09
MOD-33257,Keyboard - ATX,Regional Depot (WH-02),1774,194,$796.78
PWR-8903,Power Supply - 27-inch 4K,Central Hub (WH-01),3761,105,$390.63
PRD-HW-22837,Monitor - Intel Core i7,West Coast Dist,945,212,$116.14
COMP-99815,Case - USB-C 2m,Central Hub (WH-01),754,496,$674.63
COMP-97479,SSD - Mid-Tower,Regional Depot (WH-02),3858,328,$77.08
PRD-HW-62640,Keyboard - 120mm PWM,East Coast Fulfillment,2464,273,$67.50
PRD-HW-99996,CPU - Wireless,West Coast Dist,4639,115,$613.53
MOD-56541,CPU - Mechanical RGB,West Coast Dist,450,427,$600.46
SKU-EL-54239,Keyboard - RTX 4070,East Coast Fulfillment,93,358,$661.56
MOD-77425,Case - USB-C 2m,Express Logistics (WH-03),663,289,$520.32
SKU-EL-34761,Motherboard - Wireless,Central Hub (WH-01),4274,448,$561.81
MOD-58141,RAM - RTX 4070,Express Logistics (WH-03),4169,458,$596.17
SKU-EL-75199,Monitor - Mechanical RGB,East Coast Fulfillment,4291,86,$437.61
PWR-16570,SSD - Intel Core i7,Express Logistics (WH-03),4329,196,$12.18
PRD-HW-32181,Monitor - Mechanical RGB,Express Logistics (WH-03),4316,450,$469.40
SKU-EL-31120,Case - RTX 4070,West Coast Dist,1978,107,$363.30
MOD-40670,GPU - 120mm PWM,East Coast Fulfillment,3924,82,$29.86
PRD-HW-78499,SSD - Intel Core i7,Central Hub (WH-01),3865,382,$54.88
PRD-HW-69212,CPU - RTX 4070,West Coast Dist,2701,231,$786.83
PWR-24039,Mouse - 850W Gold,Regional Depot (WH-02),2958,491,$86.14
MOD-55471,RAM - Mid-Tower,Central Hub (WH-01),4761,261,$79.48
SKU-EL-11760,RAM - ATX,West Coast Dist,4629,234,$192.49
MOD-23283,CPU - 1TB NVMe,East Coast Fulfillment,1176,130,$689.53
SKU-EL-5931,Motherboard - 2TB 7200RPM,West Coast Dist,3329,191,$578.72
MOD-49145,Keyboard - 32GB DDR5,East Coast Fulfillment,4794,372,$717.88
PRD-HW-77194,SSD - 120mm PWM,Regional Depot (WH-02),3536,444,$123.92
COMP-31827,HDD - Intel Core i7,East Coast Fulfillment,2137,112,$689.81
PWR-3355,Case - 120mm PWM,Express Logistics (WH-03),4495,408,$631.38
PRD-HW-56184,Mouse - Mechanical RGB,West Coast Dist,2857,143,$369.00
MOD-86108,Cable - Mid-Tower,Central Hub (WH-01),4166,65,$367.43
COMP-48149,SSD - 32GB DDR5,Express Logistics (WH-03),3144,218,$251.44
SKU-EL-27884,RAM - ATX,Central Hub (WH-01),535,275,$104.39
MOD-31040,RAM - 120mm PWM,East Coast Fulfillment,4440,14,$274.88
MOD-54154,Cable - Mid-Tower,Central Hub (WH-01),678,60,$382.94
COMP-17547,Mouse - 1TB NVMe,Regional Depot (WH-02),1905,453,$68.65
COMP-47265,SSD - RTX 4070,Regional Depot (WH-02),4870,322,$433.83
MOD-88592,SSD - 27-inch 4K,Central Hub (WH-01),1311,497,$100.00
COMP-93367,Mouse - 27-inch 4K,West Coast Dist,4380,77,$468.01
SKU-EL-65007,HDD - 2TB 7200RPM,West Coast Dist,3468,476,$614.68
PWR-10074,Power Supply - 32GB DDR5,Regional Depot (WH-02),3448,293,$38.45
PWR-82218,GPU - 120mm PWM,West Coast Dist,2016,220,$192.63
SKU-EL-70231,Keyboard - 1TB NVMe,East Coast Fulfillment,34,157,$701.06
COMP-77970,Mouse - 850W Gold,Central Hub (WH-01),1916,135,$497.53
SKU-EL-93276,Keyboard - Wireless,Central Hub (WH-01),792,290,$762.46
SKU-EL-48512,HDD - 1TB NVMe,Central Hub (WH-01),4646,191,$345.68
SKU-EL-32742,CPU - 2TB 7200RPM,Express Logistics (WH-03),4167,289,$311.50
PWR-19238,Cable - Mid-Tower,Express Logistics (WH-03),2667,448,$503.70
MOD-77317,HDD - USB-C 2m,West Coast Dist,89,247,$649.03
PRD-HW-78032,Cable - Wireless,Regional Depot (WH-02),430,388,$149.05
COMP-77059,SSD - 850W Gold,Express Logistics (WH-03),2629,26,$611.85
COMP-65461,GPU - ATX,Central Hub (WH-01),4862,444,$482.53
COMP-64615,Keyboard - Mid-Tower,East Coast Fulfillment,4344,87,$573.01
SKU-EL-78773,Keyboard - 32GB DDR5,West Coast Dist,3878,306,$427.25
COMP-13772,Monitor - 120mm PWM,Central Hub (WH-01),2270,270,$697.75
SKU-EL-82294,Cable - 27-inch 4K,Express Logistics (WH-03),375,206,$24.92
PRD-HW-76305,HDD - 32GB DDR5,East Coast Fulfillment,1553,219,$460.58
SKU-EL-94061,SSD - 27-inch 4K,East Coast Fulfillment,4842,487,$192.75
COMP-96918,Motherboard - 1TB NVMe,Express Logistics (WH-03),291,243,$710.19
PRD-HW-41370,SSD - Mid-Tower,East Coast Fulfillment,3040,260,$364.73
PRD-HW-4174,Case - 850W Gold,East Coast Fulfillment,4269,188,$559.96
SKU-EL-87492,Cable - 850W Gold,Regional Depot (WH-02),3217,421,$544.94
PRD-HW-83580,Case - 120mm PWM,West Coast Dist,3477,375,$67.08
COMP-17314,SSD - 120mm PWM,East Coast Fulfillment,3520,334,$258.06
PRD-HW-53156,Motherboard - 2TB 7200RPM,Central Hub (WH-01),729,240,$381.03
MOD-79374,Keyboard - Intel Core i7,East Coast Fulfillment,1962,103,$33.95
SKU-EL-8245,Power Supply - 120mm PWM,Central Hub (WH-01),3038,272,$129.71
COMP-95597,HDD - Intel Core i7,East Coast Fulfillment,1692,375,$351.22
PRD-HW-98391,GPU - Mid-Tower,Express Logistics (WH-03),2696,344,$335.48
SKU-EL-96700,Cooling Fan - 1TB NVMe,Express Logistics (WH-03),293,299,$71.12
MOD-36509,Keyboard - 27-inch 4K,Regional Depot (WH-02),3419,75,$227.28
PWR-31902,HDD - Mid-Tower,Central Hub (WH-01),1535,195,$589.40
COMP-82264,Cable - RTX 4070,East Coast Fulfillment,4239,374,$278.26
PRD-HW-15038,Monitor - 2TB 7200RPM,Express Logistics (WH-03),2254,477,$233.72
PRD-HW-24509,SSD - RTX 4070,East Coast Fulfillment,2738,123,$91.63
COMP-47467,Power Supply - ATX,Regional Depot (WH-02),6,465,$91.66
PWR-48921,HDD - Intel Core i7,East Coast Fulfillment,4184,54,$450.98
PRD-HW-58224,Cooling Fan - RTX 4070,Regional Depot (WH-02),4921,177,$786.52
PWR-47165,Motherboard - 27-inch 4K,Central Hub (WH-01),911,424,$156.43
PWR-36783,Keyboard - ATX,West Coast Dist,3140,89,$475.25
PRD-HW-60118,Monitor - Intel Core i7,Express Logistics (WH-03),2598,466,$236.59
SKU-EL-51955,Motherboard - 850W Gold,Central Hub (WH-01),2497,411,$577.23
MOD-24994,RAM - Intel Core i7,Central Hub (WH-01),2096,20,$216.21
MOD-45512,Cable - 120mm PWM,West Coast Dist,2620,60,$403.79
COMP-74036,Motherboard - 2TB 7200RPM,Central Hub (WH-01),2941,382,$400.33
MOD-78880,Motherboard - 850W Gold,East Coast Fulfillment,870,307,$656.43
PWR-1820,RAM - USB-C 2m,East Coast Fulfillment,2224,328,$57.54
COMP-76942,HDD - 2TB 7200RPM,Central Hub (WH-01),4140,23,$351.74
MOD-65692,CPU - Mid-Tower,Central Hub (WH-01),857,97,$578.85
MOD-65482,RAM - 850W Gold,West Coast Dist,4876,470,$226.39
SKU-EL-60954,Power Supply - 27-inch 4K,West Coast Dist,3797,373,$692.01
PWR-88830,Mouse - RTX 4070,Central Hub (WH-01),1384,353,$797.86
PWR-35176,Monitor - 2TB 7200RPM,West Coast Dist,1450,333,$796.52
MOD-71179,Cable - 2TB 7200RPM,Central Hub (WH-01),3147,349,$211.82
PRD-HW-39653,HDD - USB-C 2m,Regional Depot (WH-02),2050,167,$488.25
SKU-EL-41663,Motherboard - 27-inch 4K,West Coast Dist,1720,428,$799.54
MOD-83121,Mouse - Mechanical RGB,West Coast Dist,1645,390,$434.27
PWR-40946,RAM - Mid-Tower,Regional Depot (WH-02),585,166,$486.48
COMP-37002,HDD - Wireless,West Coast Dist,1100,394,$88.48
PRD-HW-44756,CPU - Wireless,Regional Depot (WH-02),340,229,$335.69
PRD-HW-30899,HDD - ATX,Regional Depot (WH-02),3705,271,$13.33
SKU-EL-61888,Case - Mechanical RGB,East Coast Fulfillment,673,459,$231.28
PRD-HW-79211,SSD - Mid-Tower,Central Hub (WH-01),627,226,$687.00
PRD-HW-76757,Case - RTX 4070,Central Hub (WH-01),3211,117,$672.15
COMP-16778,Keyboard - ATX,East Coast Fulfillment,1376,248,$776.52
COMP-5943,Cooling Fan - 1TB NVMe,East Coast Fulfillment,2657,263,$724.55
COMP-93721,HDD - Intel Core i7,Central Hub (WH-01),1577,185,$388.09
MOD-96568,Cooling Fan - Intel Core i7,Express Logistics (WH-03),10,326,$721.63
PRD-HW-1626,GPU - 1TB NVMe,Central Hub (WH-01),30,321,$536.13
PRD-HW-69060,GPU - Wireless,Regional Depot (WH-02),3395,243,$223.71
MOD-44357,GPU - 1TB NVMe,Express Logistics (WH-03),1597,37,$477.00
PRD-HW-84630,HDD - Wireless,West Coast Dist,3019,11,$513.36
PWR-21874,HDD - USB-C 2m,West Coast Dist,1728,304,$351.54
MOD-23931,Cooling Fan - 120mm PWM,Central Hub (WH-01),4800,363,$701.65
MOD-73127,Power Supply - Intel Core i7,Express Logistics (WH-03),1400,345,$267.27
PWR-85610,Mouse - USB-C 2m,Central Hub (WH-01),2213,409,$124.50
PWR-20402,Case - USB-C 2m,West Coast Dist,3278,341,$197.74
MOD-70342,Case - 850W Gold,Regional Depot (WH-02),413,289,$138.35
SKU-EL-19375,Cable - 120mm PWM,Express Logistics (WH-03),1858,485,$759.90
COMP-9123,Cooling Fan - Mechanical RGB,East Coast Fulfillment,61,249,$748.63
COMP-40990,Keyboard - 32GB DDR5,West Coast Dist,519,186,$153.58
MOD-49470,RAM - Mechanical RGB,East Coast Fulfillment,4660,254,$395.53
PRD-HW-97546,SSD - RTX 4070,Regional Depot (WH-02),443,67,$520.50
MOD-93876,Case - Mechanical RGB,Regional Depot (WH-02),2127,26,$614.31
COMP-95723,RAM - 850W Gold,West Coast Dist,1913,114,$641.10
MOD-5082,GPU - 850W Gold,Central Hub (WH-01),3010,171,$570.97
COMP-71488,RAM - Wireless,West Coast Dist,4296,413,$561.15
PRD-HW-81027,Motherboard - 2TB 7200RPM,West Coast Dist,1902,374,$712.68
PRD-HW-64121,Keyboard - Wireless,Express Logistics (WH-03),2168,369,$678.22
COMP-4364,Keyboard - USB-C 2m,Express Logistics (WH-03),2356,406,$647.97
SKU-EL-26924,Mouse - 1TB NVMe,Regional Depot (WH-02),905,233,$272.49
SKU-EL-73269,GPU - ATX,West Coast Dist,4949,273,$785.06
MOD-57462,RAM - USB-C 2m,Express Logistics (WH-03),2939,68,$40.50
PWR-69623,Monitor - RTX 4070,West Coast Dist,2769,490,$188.65
SKU-EL-79567,CPU - 120mm PWM,Regional Depot (WH-02),1102,444,$80.23
PRD-HW-43887,CPU - RTX 4070,East Coast Fulfillment,3307,42,$190.74
COMP-54091,CPU - 850W Gold,West Coast Dist,4687,303,$313.28
SKU-EL-45899,CPU - RTX 4070,Express Logistics (WH-03),3992,196,$172.87
PRD-HW-53764,Keyboard - USB-C 2m,West Coast Dist,1517,113,$565.84
MOD-86485,Cooling Fan - Wireless,East Coast Fulfillment,1617,221,$483.77
MOD-62873,SSD - RTX 4070,Central Hub (WH-01),2860,497,$34.15
MOD-34127,Monitor - 27-inch 4K,Regional Depot (WH-02),4055,427,$485.50
SKU-EL-31868,Case - 2TB 7200RPM,Regional Depot (WH-02),4450,93,$44.95
SKU-EL-12667,Cooling Fan - ATX,West Coast Dist,3911,377,$181.13
PRD-HW-13998,Motherboard - Wireless,West Coast Dist,573,187,$359.01
PWR-58393,RAM - 120mm PWM,Central Hub (WH-01),228,84,$577.59
PRD-HW-98188,Cooling Fan - 2TB 7200RPM,Express Logistics (WH-03),208,224,$39.88
PRD-HW-8842,HDD - 850W Gold,Regional Depot (WH-02),3812,59,$476.36
PRD-HW-77836,Keyboard - 2TB 7200RPM,Central Hub (WH-01),4706,306,$305.98
MOD-3545,Monitor - Mid-Tower,Central Hub (WH-01),4415,397,$547.71
COMP-87108,Monitor - 120mm PWM,Central Hub (WH-01),4150,56,$278.30
SKU-EL-34610,Cable - 2TB 7200RPM,Central Hub (WH-01),1287,485,$681.93
MOD-29932,HDD - RTX 4070,West Coast Dist,4553,93,$283.31
MOD-25502,RAM - RTX 4070,Regional Depot (WH-02),911,256,$692.98
PWR-94647,Mouse - Wireless,East Coast Fulfillment,2748,486,$714.49
COMP-93154,Mouse - ATX,East Coast Fulfillment,4475,78,$656.22
MOD-6889,HDD - 27-inch 4K,Regional Depot (WH-02),884,205,$646.73
MOD-53533,Mouse - 32GB DDR5,West Coast Dist,532,94,$190.55
SKU-EL-14636,GPU - Intel Core i7,Regional Depot (WH-02),3396,48,$783.98
MOD-96093,SSD - Mid-Tower,Express Logistics (WH-03),3115,258,$768.19
COMP-34752,Keyboard - 32GB DDR5,Regional Depot (WH-02),3466,357,$183.74
MOD-70251,Case - 1TB NVMe,East Coast Fulfillment,663,229,$769.34
MOD-32324,GPU - ATX,Express Logistics (WH-03),1634,469,$304.42
MOD-87256,Case - 2TB 7200RPM,Express Logistics (WH-03),3651,240,$354.46
SKU-EL-72452,Keyboard - Mechanical RGB,Regional Depot (WH-02),3594,85,$760.09
SKU-EL-48667,CPU - RTX 4070,Central Hub (WH-01),2931,74,$544.57
COMP-10554,Power Supply - 120mm PWM,East Coast Fulfillment,3906,484,$775.45
MOD-99253,Motherboard - RTX 4070,West Coast Dist,3643,348,$656.30
SKU-EL-49446,Motherboard - 1TB NVMe,Regional Depot (WH-02),2407,386,$798.52
MOD-23083,Cable - 1TB NVMe,Regional Depot (WH-02),1043,392,$309.11
PWR-82877,Cooling Fan - USB-C 2m,Regional Depot (WH-02),2862,274,$65.96
PRD-HW-38872,Monitor - Mid-Tower,Express Logistics (WH-03),4139,408,$205.27
SKU-EL-38248,Motherboard - Mid-Tower,Central Hub (WH-01),1215,124,$184.50
COMP-56941,HDD - 1TB NVMe,Regional Depot (WH-02),2168,429,$414.28
PWR-97020,Keyboard - ATX,West Coast Dist,1704,196,$505.76
MOD-65846,Keyboard - 32GB DDR5,West Coast Dist,4058,140,$784.89
SKU-EL-98107,HDD - Mechanical RGB,East Coast Fulfillment,1201,360,$73.35
SKU-EL-19665,CPU - RTX 4070,Express Logistics (WH-03),4669,437,$97.26
PRD-HW-99086,Monitor - RTX 4070,West Coast Dist,4280,314,$344.32
PRD-HW-28660,CPU - 32GB DDR5,West Coast Dist,1960,167,$727.06
PWR-2620,Keyboard - Mechanical RGB,Central Hub (WH-01),1687,309,$545.45
PWR-64992,Mouse - Intel Core i7,West Coast Dist,2449,434,$240.10
MOD-99666,HDD - Intel Core i7,Regional Depot (WH-02),2519,87,$503.27
MOD-20761,GPU - 27-inch 4K,West Coast Dist,383,131,$693.80
PRD-HW-4079,HDD - Intel Core i7,Central Hub (WH-01),4565,335,$284.64
SKU-EL-31436,Motherboard - Mid-Tower,West Coast Dist,2556,145,$721.83
PWR-6477,Mouse - USB-C 2m,West Coast Dist,1405,301,$512.16
SKU-EL-46446,Monitor - RTX 4070,Regional Depot (WH-02),801,53,$137.68
COMP-88982,Power Supply - 27-inch 4K,West Coast Dist,4844,10,$309.03
PRD-HW-24549,GPU - 32GB DDR5,Express Logistics (WH-03),4275,421,$670.35
PRD-HW-76256,SSD - RTX 4070,West Coast Dist,3917,378,$54.60
PRD-HW-97230,Mouse - Mechanical RGB,Express Logistics (WH-03),369,93,$684.13
PWR-1140,Cooling Fan - 1TB NVMe,East Coast Fulfillment,3806,446,$9.37
SKU-EL-51373,Case - 27-inch 4K,Central Hub (WH-01),84,15,$691.45
MOD-40135,HDD - 850W Gold,Central Hub (WH-01),1180,337,$290.67
PWR-46047,HDD - 1TB NVMe,East Coast Fulfillment,2998,201,$70.48
MOD-65512,Keyboard - 2TB 7200RPM,Central Hub (WH-01),4224,148,$461.48
PRD-HW-26691,CPU - 120mm PWM,Express Logistics (WH-03),2566,439,$231.14
COMP-78131,Keyboard - 120mm PWM,Regional Depot (WH-02),1449,409,$160.28
MOD-67383,Power Supply - Mechanical RGB,Central Hub (WH-01),4913,321,$469.58
MOD-73596,Keyboard - Mechanical RGB,East Coast Fulfillment,1587,97,$324.28
PRD-HW-26344,SSD - USB-C 2m,Regional Depot (WH-02),3831,286,$725.94
SKU-EL-70027,Cooling Fan - USB-C 2m,Express Logistics (WH-03),264,272,$676.68
PRD-HW-3037,CPU - 2TB 7200RPM,Express Logistics (WH-03),949,137,$57.16
MOD-82122,Motherboard - USB-C 2m,Express Logistics (WH-03),2223,90,$164.33
PRD-HW-11403,Case - 32GB DDR5,East Coast Fulfillment,1339,462,$82.55
SKU-EL-16133,Power Supply - 850W Gold,West Coast Dist,1678,38,$61.95
PWR-2247,HDD - 27-inch 4K,West Coast Dist,1523,108,$692.07
PRD-HW-29100,HDD - 2TB 7200RPM,East Coast Fulfillment,4865,167,$178.87
MOD-78808,Keyboard - 2TB 7200RPM,West Coast Dist,1234,40,$292.45
MOD-3425,Monitor - 2TB 7200RPM,Regional Depot (WH-02),1736,459,$296.71
PRD-HW-31785,Cooling Fan - ATX,West Coast Dist,3861,199,$254.80
MOD-79067,Power Supply - Mid-Tower,East Coast Fulfillment,2989,464,$675.49
SKU-EL-80751,Keyboard - 120mm PWM,Express Logistics (WH-03),653,99,$785.37
MOD-3805,Cable - ATX,West Coast Dist,3346,301,$725.83
COMP-85068,GPU - Mechanical RGB,Express Logistics (WH-03),239,496,$539.21
PWR-85403,Keyboard - 32GB DDR5,Central Hub (WH-01),3887,271,$236.91
PWR-79684,Power Supply - Intel Core i7,East Coast Fulfillment,608,124,$37.97
PRD-HW-15429,Cable - 120mm PWM,West Coast Dist,3447,399,$265.86
PRD-HW-28157,HDD - USB-C 2m,Express Logistics (WH-03),3025,17,$273.21
SKU-EL-43749,Mouse - Intel Core i7,West Coast Dist,3695,432,$635.38
MOD-43843,HDD - 27-inch 4K,West Coast Dist,4950,274,$206.33
SKU-EL-3807,RAM - 2TB 7200RPM,East Coast Fulfillment,3306,21,$307.11
SKU-EL-46263,HDD - RTX 4070,West Coast Dist,1084,69,$500.37
PRD-HW-65593,CPU - 2TB 7200RPM,West Coast Dist,1779,419,$125.35
PWR-26186,Monitor - Mechanical RGB,East Coast Fulfillment,1389,391,$360.40
PWR-40654,GPU - 850W Gold,Central Hub (WH-01),1653,268,$108.39
PRD-HW-90149,Case - ATX,Central Hub (WH-01),4270,85,$680.68
PRD-HW-52128,SSD - Wireless,West Coast Dist,3861,404,$599.24
PRD-HW-4645,Monitor - 120mm PWM,Regional Depot (WH-02),1295,420,$631.01
COMP-66665,Mouse - Wireless,West Coast Dist,504,133,$285.03
MOD-8556,Cooling Fan - Wireless,Regional Depot (WH-02),3166,233,$11.50
MOD-82434,Keyboard - Wireless,Central Hub (WH-01),207,59,$83.42
COMP-41526,Motherboard - 2TB 7200RPM,Central Hub (WH-01),1741,163,$239.90
SKU-EL-49938,CPU - 120mm PWM,West Coast Dist,4950,190,$556.49
SKU-EL-40116,HDD - Wireless,Express Logistics (WH-03),4316,387,$51.35
MOD-65511,RAM - Intel Core i7,Central Hub (WH-01),4861,235,$27.52
PRD-HW-26363,HDD - Mechanical RGB,Express Logistics (WH-03),1692,252,$446.01
MOD-26059,HDD - 32GB DDR5,East Coast Fulfillment,4928,474,$561.75
PWR-81971,Monitor - USB-C 2m,Express Logistics (WH-03),2356,413,$221.54
SKU-EL-62059,Case - Wireless,Regional Depot (WH-02),1663,244,$229.92
MOD-41071,CPU - Wireless,East Coast Fulfillment,3283,376,$411.92
SKU-EL-74614,Power Supply - 1TB NVMe,Regional Depot (WH-02),1147,120,$224.18
PWR-98309,Keyboard - 32GB DDR5,Express Logistics (WH-03),1050,452,$280.14
MOD-60976,CPU - 32GB DDR5,West Coast Dist,1041,57,$504.10
COMP-86581,Power Supply - 32GB DDR5,Central Hub (WH-01),2441,457,$115.48
PRD-HW-22375,Mouse - 2TB 7200RPM,Express Logistics (WH-03),2270,112,$85.09
MOD-61826,Keyboard - Mechanical RGB,Central Hub (WH-01),3716,239,$185.52
SKU-EL-46718,Cooling Fan - Mid-Tower,West Coast Dist,4849,165,$752.00
PWR-22152,CPU - 1TB NVMe,Express Logistics (WH-03),114,149,$673.84
MOD-64066,GPU - Intel Core i7,Central Hub (WH-01),428,382,$499.36
MOD-69104,Keyboard - 2TB 7200RPM,East Coast Fulfillment,2505,105,$395.50
PWR-58487,RAM - 1TB NVMe,Regional Depot (WH-02),3013,276,$784.41
MOD-13992,Keyboard - 850W Gold,Central Hub (WH-01),442,280,$370.83
MOD-29258,Keyboard - 850W Gold,East Coast Fulfillment,1842,78,$718.13
PRD-HW-99742,Cable - 2TB 7200RPM,Central Hub (WH-01),3660,268,$252.09
MOD-64048,Motherboard - 2TB 7200RPM,West Coast Dist,4335,216,$51.04
MOD-37215,SSD - 2TB 7200RPM,West Coast Dist,3636,210,$52.64
PWR-99818,Power Supply - 120mm PWM,East Coast Fulfillment,2388,420,$611.72
COMP-37447,Keyboard - ATX,Regional Depot (WH-02),2579,471,$705.86
COMP-94189,Power Supply - 27-inch 4K,Regional Depot (WH-02),3796,27,$55.15
COMP-25606,Motherboard - Wireless,Express Logistics (WH-03),4347,100,$93.62
PRD-HW-41477,CPU - 32GB DDR5,West Coast Dist,684,350,$597.47
PRD-HW-84329,Keyboard - 2TB 7200RPM,Regional Depot (WH-02),4345,137,$318.08
PRD-HW-31906,Keyboard - 120mm PWM,West Coast Dist,1412,288,$619.55
PRD-HW-49588,GPU - RTX 4070,West Coast Dist,2776,333,$674.73
SKU-EL-25443,SSD - USB-C 2m,Regional Depot (WH-02),4057,289,$310.97
SKU-EL-30454,GPU - ATX,Express Logistics (WH-03),2828,381,$772.91
PRD-HW-49972,RAM - Mechanical RGB,East Coast Fulfillment,4936,332,$10.99
SKU-EL-28265,Mouse - Wireless,Express Logistics (WH-03),2271,165,$95.94
MOD-97447,GPU - 32GB DDR5,Express Logistics (WH-03),3855,199,$73.84
SKU-EL-2753,Keyboard - Intel Core i7,East Coast Fulfillment,111,432,$345.70
PRD-HW-51159,Power Supply - 2TB 7200RPM,West Coast Dist,4963,403,$711.57
MOD-17775,Power Supply - RTX 4070,Express Logistics (WH-03),2185,46,$523.59
PRD-HW-68731,Power Supply - ATX,West Coast Dist,4976,83,$618.86
MOD-11753,Case - 27-inch 4K,Regional Depot (WH-02),4852,244,$534.09
SKU-EL-26470,Mouse - 2TB 7200RPM,Central Hub (WH-01),1921,62,$400.24
COMP-4137,CPU - Wireless,Central Hub (WH-01),4837,403,$110.93
COMP-23975,Motherboard - 1TB NVMe,Central Hub (WH-01),3988,326,$102.11
PWR-63938,CPU - Intel Core i7,Central Hub (WH-01),4826,118,$19.75
COMP-7420,Power Supply - 27-inch 4K,West Coast Dist,4923,352,$792.98
SKU-EL-52465,Cooling Fan - ATX,East Coast Fulfillment,4700,487,$340.03
PRD-HW-66469,Monitor - 2TB 7200RPM,West Coast Dist,412,301,$279.89
MOD-75861,HDD - Wireless,Central Hub (WH-01),234,312,$454.45
PRD-HW-39634,Mouse - USB-C 2m,East Coast Fulfillment,3022,44,$467.36
PRD-HW-20718,Motherboard - Mid-Tower,Express Logistics (WH-03),2085,440,$589.48
SKU-EL-84634,SSD - Mid-Tower,East Coast Fulfillment,2833,177,$708.26
MOD-67029,SSD - Mid-Tower,West Coast Dist,531,291,$116.77
PRD-HW-35002,Monitor - 27-inch 4K,Central Hub (WH-01),1756,195,$489.14
PRD-HW-40385,Case - 27-inch 4K,Regional Depot (WH-02),831,396,$642.04
MOD-85573,Cooling Fan - Mechanical RGB,Regional Depot (WH-02),3579,88,$92.08
PWR-59356,HDD - USB-C 2m,West Coast Dist,1921,107,$513.26
MOD-2950,SSD - RTX 4070,Central Hub (WH-01),1015,174,$638.68
MOD-98693,Case - 2TB 7200RPM,Regional Depot (WH-02),982,302,$209.98
SKU-EL-2901,Cooling Fan - Mechanical RGB,Central Hub (WH-01),4060,143,$157.23
PRD-HW-58308,Motherboard - Mid-Tower,Central Hub (WH-01),172,406,$179.30
PWR-33972,Mouse - 32GB DDR5,East Coast Fulfillment,3456,428,$196.11
PRD-HW-86828,Motherboard - Mid-Tower,Express Logistics (WH-03),3705,135,$146.91
PWR-38900,Mouse - Wireless,East Coast Fulfillment,23,144,$526.95
MOD-87561,Cable - 120mm PWM,East Coast Fulfillment,2644,58,$513.60
MOD-44350,Power Supply - 2TB 7200RPM,East Coast Fulfillment,1802,250,$571.76
PRD-HW-7604,Cable - 27-inch 4K,East Coast Fulfillment,4551,204,$82.05
COMP-63326,Mouse - 1TB NVMe,West Coast Dist,123,357,$755.81
COMP-25559,Cable - 27-inch 4K,West Coast Dist,56,275,$415.70
PRD-HW-27360,Case - 850W Gold,Express Logistics (WH-03),2505,182,$368.84
PWR-47933,CPU - Wireless,Express Logistics (WH-03),3761,115,$487.73
PWR-33478,Cable - 2TB 7200RPM,Regional Depot (WH-02),169,446,$416.64
SKU-EL-16703,Cooling Fan - 2TB 7200RPM,East Coast Fulfillment,3570,497,$546.37
SKU-EL-22188,SSD - Intel Core i7,West Coast Dist,1573,463,$226.42
PRD-HW-30902,RAM - RTX 4070,West Coast Dist,3216,417,$681.22
SKU-EL-76758,Cable - 850W Gold,West Coast Dist,3239,178,$433.57
PWR-35345,SSD - RTX 4070,East Coast Fulfillment,1993,82,$768.67
SKU-EL-20726,Case - Wireless,Regional Depot (WH-02),987,371,$439.78
MOD-78945,Power Supply - RTX 4070,West Coast Dist,3032,487,$570.80
COMP-40345,RAM - 1TB NVMe,Central Hub (WH-01),2484,47,$738.82
PWR-2648,RAM - 1TB NVMe,East Coast Fulfillment,4623,407,$676.55
PWR-72650,RAM - USB-C 2m,Express Logistics (WH-03),925,107,$653.34
PWR-77932,SSD - Intel Core i7,Express Logistics (WH-03),1391,485,$375.72
MOD-96565,CPU - 2TB 7200RPM,Express Logistics (WH-03),516,66,$638.98
SKU-EL-67764,HDD - Mid-Tower,Express Logistics (WH-03),4789,189,$567.77
COMP-91141,Keyboard - 850W Gold,East Coast Fulfillment,3623,476,$489.19
PWR-3043,Motherboard - Wireless,East Coast Fulfillment,47,275,$53.40
